N,K1D,K,CFL,Final Time,Curve cofficient,dt,Nsteps,L2 Error,Setup Time,Iteration Time,L2 Error time,Total Time,Finished Time
3,28,1568,0.125,0.5,0.1,0.000892857,560,0.000572146,0.199206,1.25754,0.157986,1.61473,Mon Jul 22 22:08:23 2019
3,28,1568,0.125,0.75,0.1,0.000892857,840,0.000594162,0.197613,2.32767,0.106221,2.63151,Mon Jul 22 22:08:28 2019
3,28,1568,0.125,1,0.1,0.000892857,1120,0.00063815,0.178002,2.83203,0.155023,3.16506,Mon Jul 22 22:08:35 2019
3,32,2048,0.125,0.5,0.1,0.00078125,640,0.000318087,0.243317,2.00851,0.204942,2.45677,Mon Jul 22 22:08:40 2019
3,32,2048,0.125,0.75,0.1,0.00078125,960,0.000329032,0.243035,2.96105,0.204648,3.40874,Mon Jul 22 22:08:47 2019
3,32,2048,0.125,1,0.1,0.00078125,1280,0.00041699,0.243731,4.27468,0.225087,4.74349,Mon Jul 22 22:08:56 2019
3,36,2592,0.125,0.5,0.1,0.000693481,721,0.000190988,0.27564,3.19086,0.26482,3.73132,Mon Jul 22 22:09:04 2019
3,36,2592,0.125,0.75,0.1,0.000693802,1081,0.000201,0.302966,4.76755,0.263322,5.33384,Mon Jul 22 22:09:15 2019
3,36,2592,0.125,1,0.1,0.000693963,1441,0.000327381,0.303729,5.7093,0.248012,6.26105,Mon Jul 22 22:09:27 2019
3,40,3200,0.125,0.5,0.1,0.000625,800,0.000122766,0.374228,4.50401,0.227917,5.10616,Mon Jul 22 22:09:38 2019
3,40,3200,0.125,0.75,0.1,0.000625,1200,0.000134708,0.352151,6.91204,0.317769,7.58196,Mon Jul 22 22:09:53 2019
3,40,3200,0.125,1,0.1,0.000625,1600,0.000291745,0.34384,8.41931,0.312159,9.07531,Mon Jul 22 22:10:11 2019
3,44,3872,0.125,0.5,0.1,0.000568182,880,8.20326e-05,0.449374,4.88562,0.335471,5.67046,Mon Jul 22 22:10:23 2019
3,44,3872,0.125,0.75,0.1,0.000568182,1320,9.91447e-05,0.45315,8.18019,0.301088,8.93443,Mon Jul 22 22:10:41 2019
3,44,3872,0.125,1,0.1,0.000568182,1760,0.000277567,0.426365,10.0579,0.325764,10.81,Mon Jul 22 22:11:03 2019
3,48,4608,0.125,0.5,0.1,0.000520833,960,5.71555e-05,0.553383,6.206,0.357641,7.11702,Mon Jul 22 22:11:17 2019
3,48,4608,0.125,0.75,0.1,0.000520833,1440,8.04254e-05,0.534134,9.40706,0.35801,10.2992,Mon Jul 22 22:11:38 2019
3,48,4608,0.125,1,0.1,0.000520833,1920,0.000271471,0.555309,12.6605,0.37905,13.5949,Mon Jul 22 22:12:05 2019
3,52,5408,0.125,0.5,0.1,0.000480769,1040,4.14283e-05,0.645174,7.66432,0.416615,8.72611,Mon Jul 22 22:12:23 2019
3,52,5408,0.125,0.75,0.1,0.000480769,1560,7.01503e-05,0.664954,11.3563,0.41207,12.4333,Mon Jul 22 22:12:48 2019
3,52,5408,0.125,1,0.1,0.000480769,2080,0.000268684,0.653248,15.5422,0.435672,16.6311,Mon Jul 22 22:13:22 2019
3,56,6272,0.125,0.5,0.1,0.000446429,1120,3.16083e-05,0.792289,10.6796,0.580657,12.0525,Mon Jul 22 22:13:46 2019
3,56,6272,0.125,0.75,0.1,0.000446429,1680,6.47865e-05,0.806594,16.7538,0.576803,18.1372,Mon Jul 22 22:14:22 2019
3,56,6272,0.125,1,0.1,0.000446429,2240,0.000267333,0.812642,21.0365,0.596284,22.4454,Mon Jul 22 22:15:08 2019
3,60,7200,0.125,0.5,0.1,0.000416667,1200,2.49356e-05,0.980695,13.7994,0.611237,15.3913,Mon Jul 22 22:15:39 2019
3,60,7200,0.125,0.75,0.1,0.000416435,1801,6.18734e-05,0.988031,21.4819,0.664592,23.1345,Mon Jul 22 22:16:25 2019
3,60,7200,0.125,1,0.1,0.000416667,2400,0.000266645,0.980924,29.0714,0.676394,30.7288,Mon Jul 22 22:17:27 2019
3,64,8192,0.125,0.5,0.1,0.000390625,1280,2.03673e-05,1.17125,16.0609,0.697745,17.9299,Mon Jul 22 22:18:03 2019
3,64,8192,0.125,0.75,0.1,0.000390625,1920,6.02159e-05,1.17195,24.7802,0.766016,26.7182,Mon Jul 22 22:18:57 2019
3,64,8192,0.125,1,0.1,0.000390625,2560,0.00026627,1.17765,35.8737,0.762926,37.8143,Mon Jul 22 22:20:14 2019
5,4,32,0.125,0.5,0.1,0.00297619,168,0.0858582,0.377423,0.108354,0.046283,0.53206,Mon Jul 22 22:20:19 2019
5,4,32,0.125,0.75,0.1,0.00297619,252,0.0920076,0.103998,0.17326,0.041949,0.319207,Mon Jul 22 22:20:20 2019
5,4,32,0.125,1,0.1,0.00297619,336,0.0907002,0.108617,0.240631,0.041902,0.39115,Mon Jul 22 22:20:20 2019
5,8,128,0.125,0.5,0.1,0.0014881,336,0.00882957,0.125058,0.328463,0.059956,0.513477,Mon Jul 22 22:20:22 2019
5,8,128,0.125,0.75,0.1,0.0014881,504,0.010192,0.126562,0.51861,0.060953,0.706125,Mon Jul 22 22:20:23 2019
5,8,128,0.125,1,0.1,0.0014881,672,0.00996279,0.131869,0.700986,0.061617,0.894472,Mon Jul 22 22:20:25 2019
5,12,288,0.125,0.5,0.1,0.000992063,504,0.00143599,0.161365,1.00238,0.114535,1.27828,Mon Jul 22 22:20:28 2019
5,12,288,0.125,0.75,0.1,0.000992063,756,0.00143541,0.158032,1.10309,0.123039,1.38416,Mon Jul 22 22:20:31 2019
5,12,288,0.125,1,0.1,0.000992063,1008,0.00141725,0.156635,2.3643,0.129459,2.65039,Mon Jul 22 22:20:36 2019
5,16,512,0.125,0.5,0.1,0.000744048,672,0.000344391,0.22214,2.37131,0.198597,2.79205,Mon Jul 22 22:20:42 2019
5,16,512,0.125,0.75,0.1,0.000744048,1008,0.000356107,0.214705,3.64929,0.198356,4.06235,Mon Jul 22 22:20:50 2019
5,16,512,0.125,1,0.1,0.000744048,1344,0.000431768,0.215312,4.37039,0.19943,4.78513,Mon Jul 22 22:21:00 2019
5,20,800,0.125,0.5,0.1,0.000595238,840,0.000105851,0.288103,4.41544,0.29583,4.99937,Mon Jul 22 22:21:10 2019
5,20,800,0.125,0.75,0.1,0.000595238,1260,0.000120376,0.286292,6.75902,0.295585,7.3409,Mon Jul 22 22:21:25 2019
5,20,800,0.125,1,0.1,0.000595238,1680,0.000283736,0.286047,8.56095,0.29361,9.14061,Mon Jul 22 22:21:43 2019
5,24,1152,0.125,0.5,0.1,0.000496032,1008,3.90832e-05,0.381883,7.41537,0.401035,8.19829,Mon Jul 22 22:22:00 2019
5,24,1152,0.125,0.75,0.1,0.000496032,1512,6.8326e-05,0.375614,11.311,0.401785,12.0883,Mon Jul 22 22:22:24 2019
5,24,1152,0.125,1,0.1,0.000496032,2016,0.000267885,0.378147,14.49,0.400669,15.2688,Mon Jul 22 22:22:55 2019
5,28,1568,0.125,0.5,0.1,0.00042517,1176,1.92514e-05,0.492736,10.1979,0.499201,11.1898,Mon Jul 22 22:23:17 2019
5,28,1568,0.125,0.75,0.1,0.00042517,1764,5.97144e-05,0.495068,16.3377,0.497844,17.3306,Mon Jul 22 22:23:52 2019
5,28,1568,0.125,1,0.1,0.00042517,2352,0.000266102,0.490023,21.4335,0.498672,22.4222,Mon Jul 22 22:24:37 2019
5,32,2048,0.125,0.5,0.1,0.000372024,1344,1.33239e-05,0.632726,14.5954,0.582626,15.8107,Mon Jul 22 22:25:09 2019
5,32,2048,0.125,0.75,0.1,0.000372024,2016,5.8181e-05,0.63863,21.6025,0.587509,22.8286,Mon Jul 22 22:25:55 2019
5,32,2048,0.125,1,0.1,0.000372024,2688,0.000265811,0.639386,29.33,0.594649,30.564,Mon Jul 22 22:26:57 2019
5,36,2592,0.125,0.5,0.1,0.000330688,1512,1.1709e-05,0.781039,20.9681,0.74544,22.4946,Mon Jul 22 22:27:42 2019
5,36,2592,0.125,0.75,0.1,0.000330688,2268,5.78762e-05,0.767864,31.232,0.744537,32.7444,Mon Jul 22 22:28:48 2019
5,36,2592,0.125,1,0.1,0.000330688,3024,0.000265753,0.773435,41.9474,0.751462,43.4723,Mon Jul 22 22:30:15 2019
5,40,3200,0.125,0.5,0.1,0.000297619,1680,1.12875e-05,0.971872,27.9456,0.924825,29.8423,Mon Jul 22 22:31:15 2019
5,40,3200,0.125,0.75,0.1,0.000297619,2520,5.78029e-05,0.955479,42.7135,0.923477,44.5925,Mon Jul 22 22:32:45 2019
5,40,3200,0.125,1,0.1,0.000297619,3360,0.000265739,0.960878,58.2717,0.92026,60.1529,Mon Jul 22 22:34:46 2019
5,44,3872,0.125,0.5,0.1,0.000270563,1848,1.11722e-05,1.13386,37.4348,1.11079,39.6794,Mon Jul 22 22:36:06 2019
5,44,3872,0.125,0.75,0.1,0.000270563,2772,5.77829e-05,1.16898,57.0961,1.10724,59.3723,Mon Jul 22 22:38:05 2019
5,44,3872,0.125,1,0.1,0.000270563,3696,0.000265736,1.16226,76.8013,1.10801,79.0716,Mon Jul 22 22:40:44 2019
5,48,4608,0.125,0.5,0.1,0.000248016,2016,1.11377e-05,1.40014,48.2413,1.3132,50.9547,Mon Jul 22 22:42:26 2019
5,48,4608,0.125,0.75,0.1,0.000248016,3024,5.7777e-05,1.40458,73.4357,1.30901,76.1493,Mon Jul 22 22:44:59 2019
5,48,4608,0.125,1,0.1,0.000248016,4032,0.000265735,1.41504,98.6891,1.3095,101.414,Mon Jul 22 22:48:22 2019
5,52,5408,0.125,0.5,0.1,0.000228938,2184,1.11263e-05,1.66923,58.0067,1.54195,61.2179,Mon Jul 22 22:50:25 2019
5,52,5408,0.125,0.75,0.1,0.000228938,3276,5.77751e-05,1.64781,94.9786,1.44319,98.0696,Mon Jul 22 22:53:43 2019
5,52,5408,0.125,1,0.1,0.000228938,4368,0.000265734,1.66069,127.31,1.55084,130.521,Mon Jul 22 22:58:07 2019
5,56,6272,0.125,0.5,0.1,0.000212585,2352,1.11224e-05,1.96009,79.8672,1.82247,83.6498,Mon Jul 22 23:00:55 2019
5,56,6272,0.125,0.75,0.1,0.000212585,3528,5.77744e-05,1.96071,121.252,1.82929,125.042,Mon Jul 22 23:05:06 2019
5,56,6272,0.125,1,0.1,0.000212585,4704,0.000265734,1.94402,162.389,1.83559,166.168,Mon Jul 22 23:10:40 2019
5,60,7200,0.125,0.5,0.1,0.000198413,2520,1.1121e-05,2.31338,98.8402,2.10825,103.262,Mon Jul 22 23:14:07 2019
5,60,7200,0.125,0.75,0.1,0.000198413,3780,5.77742e-05,2.3105,149.633,2.10769,154.051,Mon Jul 22 23:19:16 2019
5,60,7200,0.125,1,0.1,0.000198413,5040,0.000265734,2.28843,199.962,2.10907,204.36,Mon Jul 22 23:26:06 2019
5,64,8192,0.125,0.5,0.1,0.000186012,2688,1.11205e-05,2.70737,120.298,2.39129,125.396,Mon Jul 22 23:30:17 2019
5,64,8192,0.125,0.75,0.1,0.000186012,4032,5.77741e-05,2.70643,180.589,2.39501,185.69,Mon Jul 22 23:36:31 2019
5,64,8192,0.125,1,0.1,0.000186012,5376,0.000265734,2.6996,242.694,2.38636,247.78,Mon Jul 22 23:44:49 2019
7,4,32,0.125,0.5,0.1,0.00173611,288,0.0285583,0.435638,0.292986,0.060889,0.789513,Mon Jul 22 23:44:55 2019
7,4,32,0.125,0.75,0.1,0.00173611,432,0.032145,0.140752,0.459743,0.061607,0.662102,Mon Jul 22 23:44:57 2019
7,4,32,0.125,1,0.1,0.00173611,576,0.0340281,0.130554,0.633285,0.063521,0.82736,Mon Jul 22 23:44:59 2019
7,8,128,0.125,0.5,0.1,0.000868056,576,0.00160554,0.197881,1.02521,0.102523,1.32561,Mon Jul 22 23:45:01 2019
7,8,128,0.125,0.75,0.1,0.000868056,864,0.0018823,0.20236,1.58051,0.102505,1.88538,Mon Jul 22 23:45:05 2019
7,8,128,0.125,1,0.1,0.000868056,1152,0.00183927,0.19739,2.13773,0.10061,2.43573,Mon Jul 22 23:45:10 2019
7,12,288,0.125,0.5,0.1,0.000578704,864,0.000142854,0.324354,3.1553,0.202733,3.68238,Mon Jul 22 23:45:18 2019
7,12,288,0.125,0.75,0.1,0.000578704,1296,0.00015572,0.332148,4.82052,0.20087,5.35354,Mon Jul 22 23:45:29 2019
7,12,288,0.125,1,0.1,0.000578704,1728,0.000294833,0.322427,6.48912,0.203078,7.01463,Mon Jul 22 23:45:43 2019
7,16,512,0.125,0.5,0.1,0.000434028,1152,2.55866e-05,0.519369,6.55996,0.313489,7.39282,Mon Jul 22 23:45:58 2019
7,16,512,0.125,0.75,0.1,0.000434028,1728,6.17748e-05,0.523134,9.99091,0.31139,10.8254,Mon Jul 22 23:46:20 2019
7,16,512,0.125,1,0.1,0.000434028,2304,0.000266515,0.519843,13.4308,0.311419,14.262,Mon Jul 22 23:46:49 2019
7,20,800,0.125,0.5,0.1,0.000347222,1440,1.21689e-05,0.751322,12.8242,0.487316,14.0628,Mon Jul 22 23:47:17 2019
7,20,800,0.125,0.75,0.1,0.000347222,2160,5.79644e-05,0.754382,18.6966,0.492036,19.943,Mon Jul 22 23:47:57 2019
7,20,800,0.125,1,0.1,0.000347222,2880,0.000265769,0.748304,26.3717,0.487967,27.608,Mon Jul 22 23:48:53 2019
7,24,1152,0.125,0.5,0.1,0.000289352,1728,1.11906e-05,1.06609,22.1908,0.689245,23.9462,Mon Jul 22 23:49:41 2019
7,24,1152,0.125,0.75,0.1,0.000289352,2592,5.7786e-05,1.06564,33.568,0.689093,35.3227,Mon Jul 22 23:50:53 2019
7,24,1152,0.125,1,0.1,0.000289352,3456,0.000265736,1.06008,43.9381,0.684671,45.6828,Mon Jul 22 23:52:25 2019
7,28,1568,0.125,0.5,0.1,0.000248016,2016,1.1126e-05,1.41497,34.8162,0.931722,37.1629,Mon Jul 22 23:53:39 2019
7,28,1568,0.125,0.75,0.1,0.000248016,3024,5.7775e-05,1.4041,52.6965,0.922379,55.023,Mon Jul 22 23:55:30 2019
7,28,1568,0.125,1,0.1,0.000248016,4032,0.000265734,1.40516,70.5418,0.924434,72.8714,Mon Jul 22 23:57:56 2019
7,32,2048,0.125,0.5,0.1,0.000217014,2304,1.11202e-05,1.82552,50.3408,1.18819,53.3545,Mon Jul 22 23:59:43 2019
7,32,2048,0.125,0.75,0.1,0.000217014,3456,5.77741e-05,1.8392,77.3532,1.19056,80.383,Tue Jul 23 00:02:24 2019
7,32,2048,0.125,1,0.1,0.000217014,4608,0.000265734,1.82792,103.624,1.18941,106.641,Tue Jul 23 00:05:58 2019
7,36,2592,0.125,0.5,0.1,0.000192901,2592,1.11197e-05,2.2839,71.4989,1.4914,75.2742,Tue Jul 23 00:08:29 2019
7,36,2592,0.125,0.75,0.1,0.000192901,3888,5.7774e-05,2.27721,109.668,1.49264,113.437,Tue Jul 23 00:12:17 2019
7,36,2592,0.125,1,0.1,0.000192901,5184,0.000265734,2.26841,145.703,1.48879,149.46,Tue Jul 23 00:17:16 2019
7,40,3200,0.125,0.5,0.1,0.000173611,2880,1.11199e-05,2.82356,98.9279,1.83908,103.591,Tue Jul 23 00:20:44 2019
7,40,3200,0.125,0.75,0.1,0.000173611,4320,5.7774e-05,2.83153,148.267,1.82233,152.921,Tue Jul 23 00:25:50 2019
7,40,3200,0.125,1,0.1,0.000173611,5760,0.000265734,2.82975,199.613,1.83236,204.275,Tue Jul 23 00:32:40 2019
7,44,3872,0.125,0.5,0.1,0.000157828,3168,1.112e-05,3.40744,129.127,2.19597,134.73,Tue Jul 23 00:37:11 2019
7,44,3872,0.125,0.75,0.1,0.000157828,4752,5.77741e-05,3.41441,195.303,2.17367,200.891,Tue Jul 23 00:43:54 2019
7,44,3872,0.125,1,0.1,0.000157828,6336,0.000265734,3.40126,261.537,2.17369,267.111,Tue Jul 23 00:52:51 2019
7,48,4608,0.125,0.5,0.1,0.000144676,3456,1.11201e-05,4.10746,168.67,2.58804,175.366,Tue Jul 23 00:58:42 2019
7,48,4608,0.125,0.75,0.1,0.000144676,5184,5.77741e-05,4.04739,251.338,2.68567,258.071,Tue Jul 23 01:07:20 2019
7,48,4608,0.125,1,0.1,0.000144676,6912,0.000265734,4.11202,352.046,2.70568,358.863,Tue Jul 23 01:19:21 2019
7,52,5408,0.125,0.5,0.1,0.000133547,3744,1.11202e-05,4.84673,222.264,3.14077,230.251,Tue Jul 23 01:27:03 2019
7,52,5408,0.125,0.75,0.1,0.000133547,5616,5.77741e-05,4.82128,334.801,3.15832,342.78,Tue Jul 23 01:38:31 2019
7,52,5408,0.125,1,0.1,0.000133547,7488,0.000265734,4.78705,448.72,3.14779,456.654,Tue Jul 23 01:53:46 2019
7,56,6272,0.125,0.5,0.1,0.000124008,4032,1.11203e-05,5.60722,277.864,3.64908,287.121,Tue Jul 23 02:03:22 2019
7,56,6272,0.125,0.75,0.1,0.000124008,6048,5.77741e-05,5.60552,419.234,2.99595,427.835,Tue Jul 23 02:17:40 2019
7,56,6272,0.125,1,0.1,0.000124008,8064,0.000265734,5.53311,561.118,3.66194,570.313,Tue Jul 23 02:36:43 2019
7,60,7200,0.125,0.5,0.1,0.000115741,4320,1.11204e-05,6.41859,342.109,4.18092,352.709,Tue Jul 23 02:48:31 2019
7,60,7200,0.125,0.75,0.1,0.000115741,6480,5.77741e-05,6.49201,515.968,4.18252,526.643,Tue Jul 23 03:06:07 2019
7,60,7200,0.125,1,0.1,0.000115741,8640,0.000265734,6.47487,686.458,4.16477,697.098,Tue Jul 23 03:29:27 2019
7,64,8192,0.125,0.5,0.1,0.000108507,4608,1.11205e-05,7.37505,418.437,4.79965,430.612,Tue Jul 23 03:43:51 2019
7,64,8192,0.125,0.75,0.1,0.000108507,6912,5.77742e-05,7.50454,627.111,4.74346,639.359,Tue Jul 23 04:05:13 2019
7,64,8192,0.125,1,0.1,0.000108507,9216,0.000265734,7.5232,824.763,4.72893,837.015,Tue Jul 23 04:33:19 2019
9,4,32,0.125,0.5,0.1,0.00113636,440,0.00982463,0.573105,0.754897,0.107215,1.43522,Tue Jul 23 04:33:27 2019
9,4,32,0.125,0.75,0.1,0.00113636,660,0.0114138,0.190514,1.14319,0.10492,1.43862,Tue Jul 23 04:33:30 2019
9,4,32,0.125,1,0.1,0.00113636,880,0.012513,0.191953,1.55954,0.098385,1.84988,Tue Jul 23 04:33:34 2019
9,8,128,0.125,0.5,0.1,0.000568182,880,0.000366779,0.406911,3.41579,0.215,4.0377,Tue Jul 23 04:33:42 2019
9,8,128,0.125,0.75,0.1,0.000568182,1320,0.00041804,0.415508,5.18442,0.217059,5.81699,Tue Jul 23 04:33:54 2019
9,8,128,0.125,1,0.1,0.000568182,1760,0.000467032,0.416483,7.02921,0.210754,7.65644,Tue Jul 23 04:34:09 2019
9,12,288,0.125,0.5,0.1,0.000378788,1320,2.36799e-05,0.796905,9.99144,0.408784,11.1971,Tue Jul 23 04:34:32 2019
9,12,288,0.125,0.75,0.1,0.000378788,1980,6.1345e-05,0.804458,15.1602,0.41101,16.3756,Tue Jul 23 04:35:05 2019
9,12,288,0.125,1,0.1,0.000378788,2640,0.000266293,0.807761,20.3719,0.410519,21.5902,Tue Jul 23 04:35:48 2019
9,16,512,0.125,0.5,0.1,0.000284091,1760,1.1304e-05,1.367,21.5003,0.664718,23.5321,Tue Jul 23 04:36:36 2019
9,16,512,0.125,0.75,0.1,0.000284091,2640,5.78044e-05,1.36165,32.3485,0.669269,34.3794,Tue Jul 23 04:37:46 2019
9,16,512,0.125,1,0.1,0.000284091,3520,0.000265739,1.3634,42.1849,0.668905,44.2172,Tue Jul 23 04:39:15 2019
9,20,800,0.125,0.5,0.1,0.000227273,2200,1.11225e-05,2.00159,41.2862,1.00441,44.2922,Tue Jul 23 04:40:44 2019
9,20,800,0.125,0.75,0.1,0.000227273,3300,5.77744e-05,2.04405,62.395,1.01785,65.4569,Tue Jul 23 04:42:57 2019
9,20,800,0.125,1,0.1,0.000227273,4400,0.000265734,2.03482,83.495,1.02054,86.5503,Tue Jul 23 04:45:52 2019
9,24,1152,0.125,0.5,0.1,0.000189394,2640,1.11196e-05,2.93326,72.6398,1.45255,77.0256,Tue Jul 23 04:48:27 2019
9,24,1152,0.125,0.75,0.1,0.000189394,3960,5.77739e-05,2.87979,109.997,1.45036,114.327,Tue Jul 23 04:52:18 2019
9,24,1152,0.125,1,0.1,0.000189394,5280,0.000265734,2.84406,147.016,1.46706,151.327,Tue Jul 23 04:57:23 2019
9,28,1568,0.125,0.5,0.1,0.000162338,3080,1.11199e-05,3.89262,114.922,1.96881,120.784,Tue Jul 23 05:01:25 2019
9,28,1568,0.125,0.75,0.1,0.000162338,4620,5.7774e-05,3.96708,171.485,1.97166,177.423,Tue Jul 23 05:07:22 2019
9,28,1568,0.125,1,0.1,0.000162338,6160,0.000265734,3.9352,231.714,1.96482,237.614,Tue Jul 23 05:15:20 2019
9,32,2048,0.125,0.5,0.1,0.000142045,3520,1.11199e-05,5.18944,169.385,2.53376,177.109,Tue Jul 23 05:21:16 2019
9,32,2048,0.125,0.75,0.1,0.000142045,5280,5.7774e-05,5.18597,253.586,2.54082,261.312,Tue Jul 23 05:30:03 2019
9,32,2048,0.125,1,0.1,0.000142045,7040,0.000265734,5.17821,341.112,2.53552,348.826,Tue Jul 23 05:41:46 2019
9,36,2592,0.125,0.5,0.1,0.000126263,3960,1.11201e-05,6.35065,239.403,3.20574,248.959,Tue Jul 23 05:50:07 2019
9,36,2592,0.125,0.75,0.1,0.000126263,5940,5.77741e-05,6.32076,334.391,2.98728,343.699,Tue Jul 23 13:54:45 2019
9,36,2592,0.125,1,0.1,0.000126263,7920,0.000265734,6.32185,451.417,3.01795,460.757,Tue Jul 23 14:01:26 2019
9,40,3200,0.125,0.5,0.1,0.000113636,4400,1.11202e-05,7.8113,307.62,3.70155,319.133,Tue Jul 23 14:44:24 2019
9,40,3200,0.125,0.75,0.1,0.000113636,6600,5.77741e-05,7.62525,462.791,3.68358,474.099,Tue Jul 23 15:00:19 2019
9,40,3200,0.125,1,0.1,0.000113636,8800,0.000265734,7.72361,618.488,3.69697,629.909,Tue Jul 23 15:21:30 2019
9,44,3872,0.125,0.5,0.1,0.000103306,4840,1.11204e-05,9.35859,409.374,4.44978,423.182,Tue Jul 23 15:35:43 2019
9,44,3872,0.125,0.75,0.1,0.000103306,7260,5.77741e-05,9.34027,616.26,4.45027,630.05,Tue Jul 23 15:56:53 2019
9,44,3872,0.125,1,0.1,0.000103306,9680,0.000265734,9.44456,730.86,2.03978,742.344,Tue Jul 23 16:11:41 2019
9,48,4608,0.125,0.5,0.1,9.4697e-05,5280,1.11205e-05,11.3012,488.633,5.009,504.944,Tue Jul 23 16:28:33 2019
9,48,4608,0.125,0.75,0.1,9.4697e-05,7920,5.77742e-05,11.3457,747.764,5.09162,764.201,Tue Jul 23 16:54:04 2019
9,48,4608,0.125,1,0.1,9.4697e-05,10560,0.000265734,11.2375,1021.02,5.10305,1037.36,Tue Jul 23 17:28:45 2019
9,52,5408,0.125,0.5,0.1,8.74126e-05,5720,1.11206e-05,13.1519,651.247,5.98706,670.386,Tue Jul 23 17:51:10 2019
9,52,5408,0.125,0.75,0.1,8.74126e-05,8580,5.77742e-05,12.979,967.506,5.98882,986.474,Tue Jul 23 18:24:09 2019
9,52,5408,0.125,1,0.1,8.74126e-05,11440,0.000265734,12.9147,1324.25,6.19609,1343.36,Tue Jul 23 19:09:10 2019
9,56,6272,0.125,0.5,0.1,8.11688e-05,6160,1.11207e-05,15.272,834.52,7.16718,856.959,Tue Jul 23 19:38:01 2019
9,56,6272,0.125,0.75,0.1,8.11688e-05,9240,5.77742e-05,15.3856,1264.36,7.1747,1286.92,Tue Jul 23 20:21:23 2019
9,56,6272,0.125,1,0.1,8.11688e-05,12320,0.000265734,15.4428,1683.84,7.22908,1706.51,Tue Jul 23 21:18:50 2019
9,60,7200,0.125,0.5,0.1,7.57576e-05,6600,1.11207e-05,17.7239,1036.66,8.32142,1062.71,Tue Jul 23 21:54:45 2019
